text,Emotion
i know i dont live in new york anymore but i feel so outraged that this could happen in my city,anger
i can feel the gap it feels like rich people status and poor people status,sadness
i have no idea why this particular region seems to lack a visibly necessary outer carniola as well and i feel actually somewhat bothered by this possible evidence of lack of suburban spirit,anger
i start to feel annoyed about the whole thing and end up ordering pizza,anger
i start to feel agitated lacking in patience and just down right cranky,anger
i cant help feeling mad at this man,anger
i think browsers are more comfortable in my booth if all my attention is not focused on them and they don t feel pressured to make a purchase,joy
i remind myself or am reminded of my passions and opinions i just feel incredibly agitated and frustrated there is this ball of energy with no channel to travel,anger
ive been feeling jealous lately of bloggers going off to author readings and book si,anger
i look at him and say nicely and friendly well im sorry you feel that way i do apologize to you this angered him more and he stormed out saying i dont need this shit not a good night overall but im off till friday thankfully,anger
i feel i cant talk move sometimes even breath with the fear of some kind of rude hateful comment,anger
i always dread that part of the meeting although dont think i didnt shoot my hand up into the air feeling all superior week when i lost,sadness
i woke up the morning of our hike feeling jubilant,joy
i feel tortured and sickened exactly the way i felt the last day of lances leave,disgust
i feel shaky dizzy and my stomach starts to hurt if i miss a meal,sadness
i love comments so feel free to post one,joy
i started secondary school at the age of every night i would cry and lose sleep over the thought of school the next day but it wasnt the usual feelings of oh i cant be bothered with school,anger
i am is cornish and i feel so insulted and hurt to know that people my own age dont see what i see dont understand how much cornwall is important to their lives,sadness
i cant help but feel that if i hadnt had been so selfish then i could have sheltered you from feeling this way now,anger
ive gone through stages of nervousness and sheer terror but now i am feeling relaxed and excited,joy
i did not feel frightened just frustrated that i wanted to go back to sleep but felt there were unfinished tasks i needed to attend to there wasn t other than to edit two articles on freud s dream of irma s injection which were near completion and have subsequently been posted on this blog,anger
i al feeling rather agitated and i am not totally sure where it is coming from,anger
i am so relieved and excited and i feel confident again,joy
i feel agitated about it,anger
i began training in january or at least mentally preparing myself to train and can remember specifically feeling apprehensive about the running a spring marathon,fear
i also feel strange that by the ripe old age of twenty three i want a goddamn life partner,surprise
id actually been feeling less hostile towards ms than a lot of my linux using brethren lately,anger
i continue to succeed in something and having someone seems unattainable because i feel men will be intimidated or when there is a prolonged moment of silence,fear
i was going to cry at one point could feel a lump in my throat but managed to stop it as i was more distracted by the thought of getting all my vows right,anger
i was feeling pleased with the manuscript reporting the results of my fellowship research annoyed at the ridiculous requirements for for,anger
i actually feel quite scared to get back to exercising because i feel like ive lost so much strength and condition and put on so much weight,sadness
i have experimented lots of the experiences she mentions and sadly this made me realize that most women feel that their career paths are somehow going to be determined by their partners if they support them or not their children ther co workers etc,sadness
im slow about this but it does feel weird returning to a home without your mum anymore,disgust
i feel distraught as ever,sadness
i know mom s who would take once look at my facebook profile and feel envious of all the fun i seem to be having out with my friends the carefree state that my life is in where i am only responsible for me and can pick up at any time and go away for the weekend,joy
i try to feel confident about it but when ever our eyes meet i feel strong like in gym we have the exercise machines and i could only do lbs on average and i always wanted to do,joy
im sorry i have a really bad cold and im feeling bitchy cos i never got to go out drinking myself stupid with my best friends tonight,anger
i feel fearful because i dont know what is going to happen next in the course of me recovering,fear
i feel very uncomfortable around people with down syndrome,disgust
i was feeling angry and jealous and deceived,anger
i am feeling that bitter sweetness that comes from a deep recess in my soul,anger
i had been feeling slightly distressed and my pride was resisting me just waiting for the next peregrinos to walk past and help me out,sadness
i feel like i am i the only one out there who is as angry as i am about suffering such loss about stupid cancer about unfairness about what is even though nothing about it is right,anger
i write when i am feeling happy and childish,joy
i remember me and my mum crying holding ourselves against a door while he tried to break it down and feeling terrified,sadness
i dont have a yeast infection in the vagina i could be feeling irritated by yeast due to my diet so i should stop eating lots of sugary foods if i can,anger
i should just relax for now but it feels so distinctly strange for me,surprise
i got the feeling watching it that only from starting out by making hats for his school friends could one develop such a clever use of resources train tickets doc marten soles barbies and shattered mirrors to name a few,sadness
i have finished reading i am feeling so insecure,fear
i feel like i am the only one trying to accomplish everything especially the balance in our extremely distressed world,sadness
ive always heard choose one feauture to play up eyes or lips then tone down the other feautures and i love this rule i feel envious of selena here she is soo pretty she has lovely dark hair and great eyes she can wear such a wide colour range,joy
im really excited for her birthday but feeling super nostalgic about it,joy
i have a feeling something startled her but either way she started on my shoulder and ended up across the room a very slow flutter mind you,surprise
i ask about his wife annulment case he feels so irritated and kept on telling me it is on the process,anger
i feel pretty eager to get it done as i have a fun plan for quilting it,joy
i had thought but i feel scared and somewhat trepidatious nervous and sad,fear
i could find another reason i m new in the area and i feel less intimidated with a simple tool that i can understand,fear
i got to chat with rustie dean from my hometown moose jaw and everyone made me feel so welcomed and comfortable,joy
i was for awhile and i started feeling irritated and annoyed each time one of my kids filled up their pants again,anger
i started feeling intimidated by the thought,fear
i feel disgusted just looking at that number,disgust
i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy,disgust
i feel very agitated just sitting here,anger
i don t know what it feels like to be in love so i m starting to get scared that i don t actually love him,joy
i am new to this so feels kind of strange but i will push through it,surprise
i feel special now its just fun to say lol amvassago of the i just cant stop laughing when ever i read something and then i see beefy amkris toshibalol amits an epic word so is beef cake amvassago of the nooo,joy
im feeling pissed off about my aac or feeling kind of miserable and frustrated with life this whole week,anger
i also chat when i feel frustrated with guys but now i think about my future husband,anger
i do feel apprehensive before meeting someone new particularly in a group situation but i just sign up for everything i can and hope that i ll have found the courage to do it by the time it comes round and i always have so far,fear
i noticed earlier not involved in the group s turn to speak in front of the class and you could feel how nervous he was,fear
i am wondering if i am feeling brave enough to make them for gifts,surprise
i know that i will never see this place again and that would break my heart had not a thick layer of moss encased it in a thick shell muffling all other sharper feelings pleasant or painful,sadness
i feel contented small old rich tired and happy,joy
i am appalled that i feel violent toward another human being,disgust
i feel paranoid because nobody is saying anything,fear
i feel really petty and immature but i dont want to cheat on greg or end up breaking up because were fighting over the stupid little things,anger
i love lots of different kinds of sports and love hanging out with my friends in my free time i also have an unhealthy up session with greys anatomy im feeling ecstatic about being in ty,joy
i don t always feel joyful and i quite often throw prayer out the window,joy
i feel like i enter his class petrified that im going to do or say something that will make him think less of me,fear
i feel excited about what im doing again i feel like i have a ton of catching up to do,joy
i needed to get all that out of my head and onto a screen where i can come and reread it later to see that while we have numerous blessings there are some challenges and that its okay for me to feel overwhelmed at times,surprise
i feel frustrated that its not easier other days i remember that the blessing of research learning trial and error hard won success and patience will give me a far better garden in the long run,anger
i know is that afterward i feel a hell of a lot more mellow amp relaxed merely by laughing and the stress of being down in the dumps just melts away,anger
i began to feel agitated because i wanted to buy ewan some food and medicine before i left,anger
i am feeling pretty shaky and sad,sadness
i kind of feel like i should be investing in a how to internet for dummies type book but im really not bothered by my status as an internet pariah,anger
ive always been a giver not a taker i feel selfish in considering this idea,anger
i feel resentful toward my wife when weeks go by without sex,anger
i woke up emotionally drained and anxious and immediately my defenses rise and i feel irritated that this is my story my life,anger
i am learning to step back and call it out to not be too proud to admit that yes i am feeling annoyed and yes i should tell you why,anger
i have been feeling agitated about lately,anger
i think i would have been feeling less grumpy if i hadnt been up and down throughout the night or my lungs deciding that even though i wasnt that unwell it felt as though something was sitting on my chest and flattened me,sadness
i have begun to feel irrationally resentful and angry towards people,anger
i start to feel happy and then i think of how lonely my cat feels,joy
i dont want to wax them off and draw them in or anything i just need to not have a unibrow and maybe get rid of the few spare hairs creeping down toward my eyelid if im feeling brave,sadness
i am feeling highly frustrated because i had worked a long day and just wanted to get home and take a shower and eat my snacks and listen to some music,anger
i would feel terrified for them and enjoy this movie a little better,joy
i feel thrilled with your presence in your eyes i feel the belief in peace in sincerity,joy
im feeling the moxie fab love cath script src http www,joy
im so excited but at the same time i feel a little nervous,joy
i feel petty jealousy or anger yesterday in the face of my wifes happiness and our decision to chaperone a trip with my sons school,joy
i wasnt feeling mad at god or angry for him allowing this to happen to me i was just sad,anger
i am feeling that he does i wonder if such a dangerous place could be settled with the mentality that the enmayi have to bring to the possibility,surprise
i start to feel agitated inside,anger
im not emo ing no no no haha i am feeling happy instead for being able to meet up with them,joy
i don t know it s just that it was like on top of our head so much of yesterday that it was really bothersome and we re still feeling a little mad about it,anger
im super annoyed cause it hurts all the time cause i cant do my complete manicure and feel like my hands are pretty and i am kind of scared on how long this will take to heal and for my nail to grow again to stick on my finger again,anger
i don t want to feel annoyed resentful or angry at the fact that he s already had the experience of having and raising kids,anger
im still feeling annoyed though,anger
i can hear the hum you make at the feeling of my warmth and my legs shift a little in a strange need,surprise
im feeling a little apprehensive about this party,fear
i just feel like weve been living in a weird time warp like its only wednesday,disgust
i often feel the need to defend just about anything even in casual conversation like blue s from the color code are usually christmas fanatics and i jump in and,sadness
i feel hesitant because i don t want to put too much stock in the possibility that maybe today marks the end of a hard year and the start of one that might be better,sadness
i constantly feel lied to and wronged by them i love these people to death,joy
im feeling afraid,fear
i would cry scream kick at the door and feel terrified,fear
i was feeling joy happiness ecstasy triumph or love i felt contented somehow,joy
i feel overwhelmed or a little blue usually around that time of the month but i manage those feelings well,sadness
i hurt their feelings for refusing to listen to their spiteful hurtful sniping at others,sadness
im feeling so insecure financially right now that i dont want to spend the,fear
i want others to be happy but does that mean i step back yet again it feels like and allow them to be happy because they deserve it or do they even deserve it or do i,joy
i am so happy but yet i feel enraged,anger
i am feeling a bit agitated or stressed i find a surprising amount of relief from cleaning and decluttering my house or even just a small space like a closet,anger
i look out on this scene i think about how cute it is and enjoy a swelling feeling of pride in the playful delight of my dog,joy
i really hate that feeling when youre unsure about something,anger
i feel agitated and jumpy and like i just ate a bottle of caffeine pills,anger
i almost didn t want to post these because i can sometimes feel intimidated by the amazingness of other mom bloggers who seem to have perfectly organized homes and entertained children,fear
i feel really honored and excited to have met her,joy
i feel like i can take on the world and even if it says no to me i wont be afraid and will not be discouraged,fear
i havent known sue anything like as long as bloater and lisa but i feel like i have you know one of those people you meet and you just click with you can have grumpy old people conversations straight away with them but then roll around laughing the next minute well thats sue,joy
i did manage two short runs and a walk but today im back to feeling just shy of awful,disgust
i started to feel that irritated feeling,anger
ive planned and there are still days when i feel stressed to the point of tears and helpless but the good far outweighs the bad and i can honestly say that im happy in this moment,joy
i feel like i had so much to write then got distracted by my home on a wednesday evening challenge and have therefore lost my train of thought,sadness
i saw that i had the last spot on the tour and that i was going to be wrapping the whole thing up i must admit to feeling a little intimidated,fear
i continue to feel nervous inside and long to talk sensibly even just one time around someone its so wrong to have these feelings for on so many levels i have no clue,fear
im feeling insecure and sad because i dont know what to do with my book,sadness
i feel about this totally and completely pissed angry sad disappointed and absolutely furious at tough mudder the biggest rip off on planet earth,sadness
i seriously still feel so insecure and dreadful that the new guy would suddenly pop back up and change things,fear
i think im just being stupid feeling nervous,anger
i feel we re seeing now is a clash between those who are very alarmed at the changes in our planet and those who are rather laconic about the whole thing,fear
i feel a remembrance of the strange by justin aryiku falls into the latter category,surprise
i feel offended and sad because they do not know their ignorance,sadness
i feel she s frantic about controlling her message wary of others readings fearful of what meaning they might find and or create in her performance,fear
i have the feeling she was amused and delighted,joy
i feel paranoid but atleast now i get some comfort with dd she is the only person that i can talk to and not feel lie total crap around she is the nicest kindest most caring person i have ever met and i dont think that i will ever find anyone as great as her in my life,fear
i had climbed on a cherry tree alone and there was a thick caterpillar beside my fingers i feel disgusted by caterpillars and snakes i was terribly afraid of the caterpillar crawling on my fingers out of the fear i was almost unable to climb down,sadness
i feel jealous when i know he go out with other women,anger
i feel so selfish but i just want to keep my baby close for awhile and not let the rest of the world in unless i feel like it,anger
i rid myself of many bad habits only to fall back into them when i feel insecure or vulnerable,fear
i am feeling vulnerable worrying that the publishing world doesn t like my stories and won t like this next one if i write it,fear
i feel that i was innocent i did not want to hurt anyone,sadness
i don t like feeling vulnerable or exposing all my worries and concerns mostly because i have felt the need to hold it together to be the strong one,fear
i always feel a little shy in those situations and then nervous that my shyness is making me seem aloof,fear
i fully enjoy music when i feel afraid using headphones,joy
i want to enjoy this and feel successful,joy
i created my how to paint an owl e course with the intention of sharing the simple shape templates that i use to start my own owls so that others could easily create their own and not feel afraid to start on a blank canvas,fear
i feel radiant this morning,joy
i sit here tonight i m pensive tense and feeling a little fearful,fear
i wonder how they would feel if someone was screaming at them and then saying horribly rude things behind their back later,anger
staying alone in the biology building after the dark,sadness
i feel glad to have my little blog to share with you the dangers i see on the path ahead,joy
i was feeling nervous sure just like anyone else would be in my position,fear
i also get to feel proud of my weight loss which when completed in a few months time i will have lost around kg which is approx pounds,sadness
i could feel myself hit this strange foggy wall,surprise
i first held my scotty i knew i was in love with my high priced bundle of joy but i couldnt help feeling apprehensive about what the time to come holds,joy
i dont know how to explain it very well its like i am happily bobbing along exploring an abstract universe all on my own but when i make contact with something i get excited and happy and i feel satisfied like ive formed a special bond with whatever ive encountered,joy
i talk about in this essay is that people feel differently about poetry when they re angry or sad,anger
i need nine hours but it s true and if i get less even seven hours which is supposed to be the norm and which some people consider a lot i feel grumpy unhappy and seriously unmotivated,sadness
i was feeling really emotionally distraught and unable to concentrate,sadness
i feel threatened i feel fear,fear
i feel even more pressured to cook healthy meals and not eat out do thorough preschool lessons with my boys keep the house spotless exercise serve the church and community and be a happy loving wife at all times,joy
i feel bitter to see what i ve become,anger
i love how i can feel totally distressed and hopeless but when i put on a bright eyes record or something all of a sudden i have this realization that there is more to life than the shit i worry about,sadness
i almost feel greedy with my rd child when so many people i know are working so hard for or,sadness
i love this because to me it should leave the reader feeling confused and slightly deceived,joy
i feel anxious and worry just in case i dont understand the customers problems,fear
i feel deeply and truly content,joy
i feel nervous about going back to america not knowing what to expect the transition to be like,fear
i was beginning to feel fear nevertheless a stubborn person i am i swept the superstition away but i reminded myself to pay extra caution,fear
i am going to clean the slate by unilaterally forgiving those i feel have wronged me or someone i love intentionally or through carelessness so that i thereby in time can forget the perceived insults and abuses,joy
i was thinking about how you all were watching general conference and i was feeling a bit jealous,anger
i wanted that sacred experience to feel that divine communion with the god of my understanding i wanted to feel sublime love in sacred terms,joy
i hate feeling indecisive because im being negative right now and i dont know what i want,anger
i feel less aggravated and upset today i think i realized that its just not worth it it proved to be wasted time and effort pointless and stupid i am fine with not knowing him im uneffected for the time being at least,anger
i would like to reduce the amount of jealousy i feel god commands us not to be jealous and i feel that every jew religious or not should obey that prohibition,anger
i was not feeling so nervous because she seemed so calm and collected,fear
i feel afraid but i have learned to allow myself to be afraid,fear
i feel suddenly startled catch my breath and think it could be any day,surprise
i feel like my life is practically perfect in every way right now and i am every so happy,joy
i search search search and very rarely feel satisfied with the solutions found,joy
i have an uncomfortable feeling that there actually was an important lesson there for me to learn,disgust
i feel paranoid thinking about it just looking out the window and feeling my insomnia creep up on me,fear
ive found it has made a huge difference especially on the finger with my ring and the my skin feels so much softer and less irritated,anger
i do find myself feeling distraught about getting older and stressed about the impending responsibilities that are to ensue i am generally content with only a little bit of repressed anger that makes it s appearance only when it s instigated,joy
im still not sure why reilly feels the need to be so weird,disgust
i feel like if i ask them to stay for me then im being the selfish one even though they are the ones making plans that they know i cant do with them,anger
i start feeling myself getting overwhelmed or frustrated i have tried to open up more about it instead of pushing it down deep slapping on a fake smile and waiting until i boil over,anger
i think its the case that whether people like anne coulter or ed schultz really feel as outraged as they do their viewers most certainly do feel that kind of outrage and anger about the substance of their collective tirades,anger
i have eaten at many restaurants and feel that we enjoy the cheaper but much more delicious eateries than these more elegant but lacking in spice and flavor places,joy
i feel like i should be thrilled and i am but at the same time i feel like crap,joy
i will continue to feel disgusted every time i accidentally catch a glimpse of myself in the mirror or see the results of an impromptu picture,disgust
i just smile because it feels rude not to do so if you make eye contact i also can t really help myself,anger
i want to say that i feel vulnerable writing and sharing this info,fear
i remember feeling acutely distressed for a few days,sadness
i haven t yet experienced the totality of this is that i am getting to use my gifts again without feeling like someone is threatened jealous or competing against me,anger
i am also not a perfect girl friend and im always a disappointment always feeling so doubtful and always putting you through a hard time with my mood swings and sudden outburst of low emo mood,sadness
i admit i was feeling agitated so when hubby asked me if i want to join them for a drink i agreed,anger
i am feeling so excited for many of the bloggers i follow who are anxiously bearing through a ww of the first few weeks of pregnancy,joy
i feel kinda apprehensive,fear
i cant really understand my feeling cause its a mixture between bitter and a sour one which even i dont get,anger
i feel very socially anxious around these ladies,fear
i feel quietly ecstatic over the painless change in our grocery expense,joy
i am just so sick of feeling hated and lonely and dumb and unloved and forgotten,sadness
i feel a mad connection with your body and this is how i decided to kick off side a,anger
i guess ive been feeling agitated lately,anger
im feeling very frustrated with my novel in progress right now and i cant even decide why,anger
when i was ten i got shut in the school with a friend i had to jump out of a window and cross a beam metres high,anger
i feel a little less fearful about it,fear
i said in the words of a devotee that i feel relieved when i hear the your title as deen bandhu as i am the most fallen person but i become afraid at your title of uplifter of devotees as i don t consider myself to be a true devotee and hence unworthy to benefit from the aspect of your personality,fear
im really really sad that i missed the menswear show because i feel like its worth supporting this venture to show more menswear,sadness
i feel like in some ways im probably not putting myself in vulnerable positions enough and pushing the limits of it,fear
i worked thought that it was a good reason to either feel pity for me disgusted at me or more rarely intrigued by me and that was a class of people i didn t care to talk to,disgust
i feel pretty weird blogging about deodorant but im a bit of a deodorant snob and find it really hard to find a good one,disgust
i get these intrusive thoughts mostly violent ones or sometimes sexual the sexual ones make me feel really agitated not pleasant at all whereas the violent ones don t tend to bother me,anger
i didnt think i was angry but now that im typing away feeling my words evaporate into cyberspace i am very pissed that this is happening,anger
i feel so annoyed,anger
i truly felt that when i left friday you were smiling and feeling i had respected you and you thinking i was a teasing little heathen you loved who enjoys arousing you with an animal delight,joy
i cant stop talking even though im already feel weird uncomfortable feeling swarming me but still my mouth keeps saying unnecessary word,disgust
im trying to be intuitive often just makes me feel sort of confused and nauseous,disgust
i feel about putting on brave faces fuck that let s get real,anger
i feel is truthful the fun always lies in having an idea and seeing it realized and not soo much in the object or goal,joy
im not yet feeling terrified of failing i honestly feel like im overconfident right now because i believe that ive done my best,fear
i keep coming back to it but it feels awfully selfish of me to feel this low this negative when there are so many in far worse positions than i,anger
i thought breaking up with my best friend of years would make me bitter and feel hateful towards her,anger
i feel utterly disgusted that they would look at me in such a way but the thing continues,disgust
i feel for the people who dont see its worth or are too afraid to discover it,fear
i had to lose my best friends to be with the one who can make me feel forever contented with life and be eternally happy,joy
i feel quite scared about my work life balance if i start to work for ken again,fear
i meet in supermarkets banks dentists etc make me feel like im weird,disgust
i feel more confident about this team right now than i did four hours ago,joy
i can use these moments as an opportunity to feel that radiant beautiful soul that has been hidden for so long behind those walls,joy
i complete the act i feel temporarily satisfied but the feeling quickly goes away and i feel ashamed or guilty,joy
i just didn t end feeling satisfied,joy
i know it s gross to think that you are putting snail mucus on your face but it s a small price for beauty plus the texture of the product is just like any other face cream so it won t feel weird,disgust
i think it is easy to feel afraid when one considers the nuclear weapons the weather the protests the riots the police reactions the governments responses or the laws being passed,fear
i am feeling rather bitter and rather defeated over a multitude of subjects but lets talk about the main one,anger
i feel angry thinking how much the government has gulped away over money,anger
i never knew it hurt his feelings i just thought he was being sarcastic in return,sadness
i want their birthmoms to feel confident that they made the right decision,joy
i love the most about them is the slight cat eye shape of the lenses they instantly make me feel likeaudrey hepburn in breakfast at tiffanys so glamorous and of course that gorgeous case doesnt hurt either,joy
i have been asking myself some difficult questions in an attempt to understand why i feel this strange push and pull between different aspects of my life,surprise
i feel uglier and more strange deformed and awkward looking than i had already felt,surprise
im glad that peter doesnt feel threatened or concerned by my recent interest in decidedly egalitarian almost feminist christian blogs jonalyn finchers a href http soulation,joy
i do not like exposing myself because i end up feeling vulnerable,fear
i feel joyful and not feeble,joy
i have even a time or two found myself feeling a bit jealous of the mothers who had perfect babies who have been sleeping through the night since they were three months old and speaking in sentences by age two,anger
i knew i wanted to somehow include the idea of natural healing and holistic living but the site is also about feeling radiant vibrant and enthusiastic about life at any age,joy
i try to speak up stand up for myself or simply try to insert myself into a conversation i feel selfish like an attention whore,anger
i am allowing myself to feel these things and not be bothered,anger
i feel sexually threatened because some guys can be assholes fuck you of course im going to be a bitch and do whatever i need to do to get my ass out of the situation,anger
i sometimes feel so overwhelmed by the hats that i wear and trying to figure out who the real emily is,surprise
i will scream or cry when theres too many ppl but i feel insecure and wanted hide from them and i will sweat a lot,fear
i am so grateful to feel the energy of life within my body to feel the pleasant vibration in my hands feet body and head,joy
i feel so frightened i just wanted to document the way i m feeling,fear
i feel like normally i would be angry because thats what i actually think that i could never be beautiful at my size,anger
i feel like i am gaining strength quickly and could probably start to ease back into running now but i am pretty much scared silly,fear
i was just feeling so annoyed about everything,anger
i am feeling doubtful that nutritional methods alone will solve the problems,sadness
i feel really strange without my bangs and sometimes i want just to cut my hair,surprise
i remember feeling outraged to my core when i read a particularly heinous series of articles in the friday times where else if not this paper,anger
i just mean it in a logistics sort of way i feel like i cant take one more frantic non stop day,anger
ive been a busy girl but it has been a very good type of busy and im feeling really happy about things right now and i am loving my new start in glasgow,joy
i feel like there must be more to life than this and i m afraid there isn t,fear
i was fascinated by the ebb and flow of the water and stood there feeling content watching the waves,joy
i try to breathe in when i feel frustrated and breathe out the calm that i desire,anger
i take the offense that is most frightening to me when i am feeling the most vulnerable in close relationships with others and i draw that offense and all my frightful vulnerability into the love of god into the mercy seat that fills me full,joy
i know i am not alone when i say i often feel rushed,sadness
i feel is manifesting in strange ways,surprise
i love sliding down on a nice big throbbing cock and feeling what my gorgeous body does to a man,joy
a certain friend tried to push me off a seat in a very violent way for no apparent reason it may be that he was excited about something,joy
i remember feeling a little jealous and realized that our time together wasnt solely about me but that he has a larger network of social interactions all ready in progress before i got there,anger
i throw it out there the better ill feel heck im paranoid up such a tree brach right now i jumped when a chipmunk crossed my path when i went walking today,fear
i feel so resentful at the sun for chasing me into the house most of the day,anger
i also wanted to let you know that despite doing this blog post im still feeling a bit weird about blogging,disgust
i feel ive been physically uncomfortable for the last months of my life so nothing new there,disgust
i have a strange feeling that this is going to turn out quite ok and soon enough the ladies pictured above will probably be begging me to brew more of this stuff,surprise
i feel disgusted when need to act cute like the actions of gwiyomi,disgust
i feel more disgusted with the woman who s undoubtedly banking off this incident the one who handed the pictures off to political pundits who she has to have known would use them in not nice ways,disgust
i feel selfish for it,anger
i remember feeling terrified as a child,fear
i feel more content with what i have achieved and i know if i don t write today there ll still be a tomorrow,joy
i do meet that i do date will continue to be sources of apathy or worse people whom i feel i have wronged or in whose confidence i act in bad faith,disgust
i don t know about you but that feeling of powerlessness of not being in control sends me in a mad tizzy for the haagen dazs,anger
im going to putter on the computer till i feel less violent and down,sadness
i feel rude for ignoring your plea for help and its all your fault,anger
im feeling a bit frustrated with myself tonight,anger
ive done so much reading but i feel like im being paranoid by doing all this extra stuff since no one seems to,fear
ill admit to feeling a little paranoid and wondering about how many others had defriended me,surprise
i believe just imagining what it would be like to act live in front of an audience will make me feel joyful,joy
i could feel that strange paralysis all over my body arms and hands except this odd little force field was not holding down my middle fingers forefingers or thumbs,sadness
i will close my eyes and recite the following mantra every day and whenever i m feeling unsure frustrated or shiftless with my progress towards my top body,anger
i just feel resentful and show my resentment by eating tempura and sundaes,anger
i feel less bothered of things happening around me,anger
i do actually feel frightened having seen what my mother went through in her treatment for a malignant melonoma,fear
i just cant make proper conversation and feel annoyed by little things,anger
i got upset when i feel that the only person whos uptight on chatting is just me,anger
i was tempted to feel a little bitter but then i saw this,anger
i am just feeling a little irritable because mun was part fun part stressful part uncomfortable making and part horrible but regardless record being set straight now,disgust
i know it s kind of funny that i m feeling hesitant about making fashion from something we use to scent our clothes but it does worry me a bit,fear
i may notice that you feel aggravated or joyful or whatever it is that youre feeling,joy
i ever feel anymore is when one of us gets angry,anger
i am standing so close to said cow her name is gabriella btw i feel rude calling her a cow,anger
i choose to do and most importantly someone i can vent or just explain how im feeling at the moment whether bummed out ecstatic or anything in between,joy
i like to be comfortable and usually silence helps although at times i absolutely need music and a couple of hours off just so that i don t feel rushed,joy
i started to feel resentful of the whole situation and that s when something clicked,anger
i feel twitchy and physically agitated,anger
i feel damn agitated during the speech,anger
i am thrilled with the way my skin and hair feel if you are like me you are skeptical,joy
i just feel like its rude,anger
i feel nervous about trying something new during a lesson or if my horse shies at something,fear
i feel so angry that cancer is slowly killing my dad,anger
i am feeling confident to pursue multiplayer flash games next on my agenda,joy
i understand the feeling of a writer unsure of his skill unsure of his audience wondering if he has wasted hours and hours of his life making marks on a page,surprise
i let my fingers stroke across his chest to his heart marveling at the feel of him terrified that this is a step too far,fear
i didn t feel particularly mad of course they say that when you are going crazy you really feel like you are becoming more sane,anger
i feel stressed he gets upset for that too,anger
ive spent years feeling resentful and trying to curb that feeling of resentment,anger
im feeling a little apprehensive about it because i feel like im suddenly way too old compared to my mental age of about,fear
i feel like i shouldnt bother people with these petty stupid little pathetic thoughts i feel like no one really would care to know what really goes on inside my head,anger
i feel a bit afraid of not thin and thin i would like to know is elevated thyroid hormone eat less because of the movement to improve the metabolism or drug but that still in the normal range within the distressed in the end because of hyperthyroidism thin or i was really healthy thin,sadness
i feel frightened in a kind of a raw way,fear
i dont want the big buttons simply as i dont feel bothered with nice looking button holes maybe next time i have a suspicion they could be the cause of giving up again so to avoid negativity i ordered extra large red press studs that i will attach using a decorative stitch visible from the outside,anger
i am feeling especially irritated,anger
i feel like this way i would be less bothered,anger
i do know how you feel if you re little apprehensive about offering your gold jewelry for your minimal more cash so i am gonna share what i found with regards to the process of selling gold jewellery for some revenue,fear
i was feeling pressured but it looked awful to have my make up on and my dark wig and then my eye brows look so light,disgust
i feel glad to have mu tou cause only him can tolerate me and give in to me and massage my leg when its cramp up,joy
i can t make myself feel joyful but i can focus on the positive,joy
im feeling shy im feeling mad im feeling sad,anger
im feeling pretty annoyed with the whole thing i decided to share those reasons we rejoice,anger
i leave the nursing home each week feeling so joyful and ready to come back again,joy
i understand that chronically living makes some healthy people feel threatened or afraid,fear
i was not used to being around such grandeur and i found myself feeling very intimidated,fear
im seeing on facebook right now make me feel proud and excited for their parents and them but also sad that the babies and little squirts they once were are now gone forever,joy
i feel more in control and less frightened about my headaches and migraine attacks excellent service,fear
i feel this strange shift between us the heat between us intensifying and i get excited my nerves bubbling up inside me,joy
im lying in bed feeling very anxious and have a knot in my stomach,fear
i feel disgusted with my body,disgust
i should have been depressed but i was actually feeling inspired,sadness
i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything,anger
i will usually tell him that i was feeling frustrated for whatever reason and ask him to help me fix it,anger
i try not to make anyone feel uncomfortable,disgust
i had horrible anxiety dreams every night last week and it made me feel really paranoid and of course all of that reading about conspiracy theories and unsolved crimes online didnt hugely help matters,disgust
i am feeling really confident moving into tomorrow as it will be the same juice smoothie and raw vegan meal menu routine,joy
i left feeling helpless and more than a little sad,sadness
i only feel irritated by it,anger
i had spare gear on the bike to cope with two punctures but was feeling particularly paranoid about the race tyres as i had already had two punctures on the previous three times i had taken them out training,fear
i feel resentful of him trying to control what i do but i also don t want to do anything rash,anger
i feel agitated and simply irritated,anger
i feel unsure or scared i talk,fear
i feel all festive sitting down with my address book and list christmas songs in the background and writing a personal message in each one congratulations on your exam results,sadness
i went over my feelings she said i am very fearful and conflicted,fear
i got lots o crazy shit going on but i am loved and feel hopeful about the future,anger
i was starting to feel scared for both of their safety and i wish those officers hadn t left no matter how much i hated them,fear
i feel i am shy and i am afraid of keeping my point of view,fear
id love to hear how any of you handle these types of situations as well so if you have any stories of your own feel free to share,joy
i guess i talked to enough people to realize that we all feel intimidated by meeting others for the first time,fear
i feel like hes scared of a good thing and is sabotaging right now and maybe if i give him space hell come back but i feel like hes had so much space and still doesnt feel like its enough,anger
i got an overall dark and uncomfortable feeling as we chose to stay until the end as not to disrupt or be rude,anger
i feel very distraught tonight,sadness
i really feel bothered about this specific issue because it feels like i just thrown a couple hundred euros against the wall,anger
i did feel ecstatic as i no longer belong to that school,joy
